[FIPS CODE ,  SHORT NAME ,  FULL NAME ,  STATE ,  LATATUDE ,  LONGITUDE ,  POPULATION (2020) ,  AREA (SQ MI)]
[6037, Los Angeles, Los Angeles County, CA, 34.3219, -118.2247, 9808667, 4057.88]
[17031, Cook, Cook County, IL, 41.8401, -87.8168, 5182090, 945.33]
[48201, Harris, Harris County, TX, 29.8578, -95.3938, 4838303, 1703.48]
[4013, Maricopa, Maricopa County, AZ, 33.349, -112.4915, 4559748, 9200.14]
[6073, San Diego, San Diego County, CA, 33.0343, -116.735, 3288774, 4206.63]
[6059, Orange, Orange County, CA, 33.7031, -117.7609, 3165820, 790.57]
[12086, Miami-Dade, Miami-Dade County, FL, 25.615, -80.5624, 2738356, 1897.72]
[36047, Kings, Kings County, NY, 40.6413, -73.9383, 2631580, 70.82]
[48113, Dallas, Dallas County, TX, 32.7666, -96.7778, 2621179, 871.28]
[6065, Riverside, Riverside County, CA, 33.7437, -115.9938, 2478600, 7206.48]
[32003, Clark, Clark County, NV, 36.2152, -115.0135, 2329548, 7891.43]
[36081, Queens, Queens County, NY, 40.7035, -73.8196, 2323052, 108.53]
[53033, King, King County, WA, 47.4903, -121.8052, 2287171, 2115.57]
[6071, San Bernardino, San Bernardino County, CA, 34.8414, -116.1785, 2197104, 20056.94]
[48439, Tarrant, Tarrant County, TX, 32.7719, -97.2911, 2167390, 863.61]
[48029, Bexar, Bexar County, TX, 29.4489, -98.52, 2067341, 1239.82]
[12011, Broward, Broward County, FL, 26.1523, -80.4871, 1977129, 1209.79]
[6085, Santa Clara, Santa Clara County, CA, 37.2318, -121.6951, 1902047, 1290.1]
[26163, Wayne, Wayne County, MI, 42.2822, -83.283, 1772259, 612.08]
[6001, Alameda, Alameda County, CA, 37.6469, -121.8887, 1649473, 739.02]
[25017, Middlesex, Middlesex County, MA, 42.4856, -71.3918, 1638365, 817.82]
[36061, New York, New York County, NY, 40.7792, -73.9668, 1629477, 22.83]
[6067, Sacramento, Sacramento County, CA, 38.4493, -121.3443, 1594006, 964.64]
[42101, Philadelphia, Philadelphia County, PA, 40.0076, -75.134, 1579706, 134.1]
[12099, Palm Beach, Palm Beach County, FL, 26.6476, -80.4655, 1533806, 1969.76]
[36103, Suffolk, Suffolk County, NY, 40.8681, -72.8456, 1530146, 912.05]
[12057, Hillsborough, Hillsborough County, FL, 27.9292, -82.3088, 1522748, 1020.21]
[12095, Orange, Orange County, FL, 28.5144, -81.3235, 1471937, 903.43]
[36005, Bronx, Bronx County, NY, 40.8501, -73.8671, 1404779, 42.1]
[36059, Nassau, Nassau County, NY, 40.7326, -73.5862, 1389591, 284.72]
[39049, Franklin, Franklin County, OH, 39.9695, -83.0093, 1333048, 532.19]
[48453, Travis, Travis County, TX, 30.3344, -97.782, 1330015, 990.2]
[26125, Oakland, Oakland County, MI, 42.6604, -83.3858, 1279825, 867.66]
[27053, Hennepin, Hennepin County, MN, 45.0046, -93.477, 1269496, 553.59]
[39035, Cuyahoga, Cuyahoga County, OH, 41.4243, -81.6586, 1245873, 457.19]
[42003, Allegheny, Allegheny County, PA, 40.4688, -79.9812, 1238177, 730.08]
[49035, Salt Lake, Salt Lake County, UT, 40.6673, -111.9236, 1196523, 742.28]
[37183, Wake, Wake County, NC, 35.7903, -78.6503, 1178653, 835.22]
[6013, Contra Costa, Contra Costa County, CA, 37.9192, -121.9275, 1165012, 715.94]
[48085, Collin, Collin County, TX, 33.188, -96.5724, 1163337, 841.23]
[37119, Mecklenburg, Mecklenburg County, NC, 35.2467, -80.8328, 1154681, 523.84]
[51059, Fairfax, Fairfax County, VA, 38.8368, -77.277, 1147837, 390.97]
[13121, Fulton, Fulton County, GA, 33.7903, -84.4671, 1076561, 526.64]
[24031, Montgomery, Montgomery County, MD, 39.1363, -77.2042, 1065949, 491.25]
[4019, Pima, Pima County, AZ, 32.0974, -111.7899, 1060490, 9187.04]
[12031, Duval, Duval County, FL, 30.3313, -81.6715, 1023153, 762.19]
[6019, Fresno, Fresno County, CA, 36.7582, -119.6493, 1016725, 5957.99]
[15003, Honolulu, Honolulu County, HI, 21.4899, -158.0739, 1001146, 600.74]
[36119, Westchester, Westchester County, NY, 41.1626, -73.7561, 999677, 430.5]
[29189, St. Louis, St. Louis County, MO, 38.6407, -90.4434, 995569, 507.8]
[13135, Gwinnett, Gwinnett County, GA, 33.9619, -84.0235, 979864, 430.38]
[48121, Denton, Denton County, TX, 33.2055, -97.1168, 979561, 878.43]
[9110, Capitol, Capitol Planning Region, CT, 41.8185, -72.572, 977290, 410.21]
[18097, Marion, Marion County, IN, 39.7817, -86.1385, 975809, 396.3]
[12103, Pinellas, Pinellas County, FL, 27.9198, -82.7255, 963481, 273.8]
[34003, Bergen, Bergen County, NJ, 40.9597, -74.0742, 962316, 233.01]
[24033, Prince George's, Prince George's County, MD, 38.8295, -76.8473, 959754, 482.69]
[36029, Erie, Erie County, NY, 42.7639, -78.7323, 950622, 1042.69]
[53053, Pierce, Pierce County, WA, 47.0239, -122.1041, 930319, 1669.51]
[17043, DuPage, DuPage County, IL, 41.852, -88.0856, 930024, 327.5]
[55079, Milwaukee, Milwaukee County, WI, 43.0072, -87.9669, 926331, 241.4]
[47157, Shelby, Shelby County, TN, 35.1843, -89.8938, 919173, 763.17]
[6029, Kern, Kern County, CA, 35.3426, -118.7301, 915075, 8131.92]
[48157, Fort Bend, Fort Bend County, TX, 29.5275, -95.7709, 893767, 861.48]
[48215, Hidalgo, Hidalgo County, TX, 26.3969, -98.1812, 891977, 1570.87]
[26099, Macomb, Macomb County, MI, 42.6957, -82.9323, 879853, 479.22]
[34023, Middlesex, Middlesex County, NJ, 40.4392, -74.4117, 871290, 308.91]
[48141, El Paso, El Paso County, TX, 31.7686, -106.2348, 870779, 1012.69]
[25027, Worcester, Worcester County, MA, 42.3514, -71.9077, 867788, 1510.77]
[42091, Montgomery, Montgomery County, PA, 40.2108, -75.3673, 867573, 483.04]
[34013, Essex, Essex County, NJ, 40.788, -74.2481, 863002, 126.21]
[24005, Baltimore, Baltimore County, MD, 39.4629, -76.6395, 850796, 598.3]
[53061, Snohomish, Snohomish County, WA, 48.0474, -121.6972, 844430, 2087.27]
[6111, Ventura, Ventura County, CA, 34.4561, -119.0836, 837469, 1843.13]
[39061, Hamilton, Hamilton County, OH, 39.1955, -84.5428, 830774, 405.91]
[6075, San Francisco, San Francisco County, CA, 37.7556, -122.445, 830235, 46.87]
[12071, Lee, Lee County, FL, 26.578, -81.8332, 817666, 784.51]
[25009, Essex, Essex County, MA, 42.6732, -70.9524, 813054, 492.56]
[40109, Oklahoma, Oklahoma County, OK, 35.5515, -97.4072, 806199, 708.82]
[41051, Multnomah, Multnomah County, OR, 45.5468, -122.4149, 801477, 431.3]
[6077, San Joaquin, San Joaquin County, CA, 37.9348, -121.2714, 797334, 1391.32]
[12105, Polk, Polk County, FL, 27.9489, -81.6976, 790694, 1797.84]
[25025, Suffolk, Suffolk County, MA, 42.3329, -71.0735, 785121, 58.15]
[21111, Jefferson, Jefferson County, KY, 38.1872, -85.6591, 783022, 380.42]
[13067, Cobb, Cobb County, GA, 33.9416, -84.5767, 775208, 339.55]
[13089, DeKalb, DeKalb County, GA, 33.7716, -84.2264, 765351, 267.58]
[36055, Monroe, Monroe County, NY, 43.1464, -77.6961, 753753, 657.21]
[8041, El Paso, El Paso County, CO, 38.8321, -104.5254, 742999, 2126.8]
[6081, San Mateo, San Mateo County, CA, 37.4228, -122.3291, 742340, 448.41]
[25021, Norfolk, Norfolk County, MA, 42.1603, -71.2118, 730082, 396.11]
[29095, Jackson, Jackson County, MO, 39.0085, -94.3461, 719976, 604.46]
[8031, Denver, Denver County, CO, 39.762, -104.8758, 718877, 153.0]
[34017, Hudson, Hudson County, NJ, 40.7408, -74.0751, 718323, 46.19]
[47037, Davidson, Davidson County, TN, 36.1695, -86.7848, 715388, 504.03]
[17097, Lake, Lake County, IL, 42.3233, -88.0037, 714223, 443.67]
[49049, Utah, Utah County, UT, 40.1199, -111.6702, 705400, 2003.45]
[17197, Will, Will County, IL, 41.445, -87.9786, 701462, 836.91]
[48339, Montgomery, Montgomery County, TX, 30.3002, -95.503, 684432, 1041.74]
[11001, District of Columbia, District of Columbia, DC, 38.9047, -77.0163, 681294, 61.05]
[40143, Tulsa, Tulsa County, OK, 36.1211, -95.9415, 680794, 570.25]
[35001, Bernalillo, Bernalillo County, NM, 35.0514, -106.6702, 673930, 1160.83]
[48491, Williamson, Williamson County, TX, 30.6475, -97.6004, 672688, 1118.3]
[1073, Jefferson, Jefferson County, AL, 33.5543, -86.8964, 667755, 1111.28]
[44007, Providence, Providence County, RI, 41.8721, -71.58, 664854, 409.5]
[26081, Kent, Kent County, MI, 43.0322, -85.5493, 663150, 846.95]
[8005, Arapahoe, Arapahoe County, CO, 39.6498, -104.3393, 659844, 798.1]
[34029, Ocean, Ocean County, NJ, 39.8856, -74.2814, 654362, 628.78]
[42017, Bucks, Bucks County, PA, 40.3369, -75.1069, 647461, 604.31]
[34025, Monmouth, Monmouth County, NJ, 40.26, -74.2216, 645353, 468.79]
[12009, Brevard, Brevard County, FL, 28.2937, -80.7323, 632780, 1015.66]
[9190, Western Connecticut, Western Connecticut Planning Region, CT, 41.3225, -73.4475, 627071, 624.89]
[20091, Johnson, Johnson County, KS, 38.8838, -94.8223, 620631, 473.38]
[12101, Pasco, Pasco County, FL, 28.3092, -82.392, 611444, 746.89]
[41067, Washington, Washington County, OR, 45.56, -123.0984, 603947, 724.23]
[24003, Anne Arundel, Anne Arundel County, MD, 39.0065, -76.6051, 598166, 414.9]
[31055, Douglas, Douglas County, NE, 41.2953, -96.1543, 590736, 328.46]
[25005, Bristol, Bristol County, MA, 41.7972, -71.1145, 582270, 553.1]
[12127, Volusia, Volusia County, FL, 29.0584, -81.1819, 579622, 1101.03]
[8059, Jefferson, Jefferson County, CO, 39.5864, -105.2505, 579377, 764.21]
[34039, Union, Union County, NJ, 40.6601, -74.31, 579290, 102.86]
[42045, Delaware, Delaware County, PA, 39.9167, -75.3991, 579222, 183.84]
[10003, New Castle, New Castle County, DE, 39.5768, -75.6527, 577961, 426.29]
[24510, Baltimore, Baltimore City, MD, 39.3051, -76.6144, 573243, 80.94]
[55025, Dane, Dane County, WI, 43.0673, -89.4181, 572674, 1197.24]
[9170, South Central Connecticut, South Central Connecticut Planning Region, CT, 41.3613, -72.8445, 570598, 604.51]
[42071, Lancaster, Lancaster County, PA, 40.0424, -76.2477, 557931, 943.81]
[6099, Stanislaus, Stanislaus County, CA, 37.5591, -120.9977, 553990, 1494.83]
[53063, Spokane, Spokane County, WA, 47.6208, -117.404, 549056, 1763.79]
[45045, Greenville, Greenville County, SC, 34.8941, -82.3706, 548166, 785.12]
[37081, Guilford, Guilford County, NC, 36.0795, -79.7889, 547940, 645.7]
[42029, Chester, Chester County, PA, 39.9731, -75.7484, 547840, 750.51]
[27123, Ramsey, Ramsey County, MN, 45.0171, -93.0996, 542945, 152.21]
[39153, Summit, Summit County, OH, 41.126, -81.5322, 537864, 412.75]
[39113, Montgomery, Montgomery County, OH, 39.7547, -84.2907, 536096, 461.55]
[25023, Plymouth, Plymouth County, MA, 41.9511, -70.8115, 535075, 659.08]
[8001, Adams, Adams County, CO, 39.8736, -104.3378, 530225, 1167.65]
[20173, Sedgwick, Sedgwick County, KS, 37.6848, -97.461, 528226, 997.51]
[34007, Camden, Camden County, NJ, 39.8035, -74.9597, 527257, 221.26]
[34031, Passaic, Passaic County, NJ, 41.0344, -74.3009, 521012, 184.59]
[16001, Ada, Ada County, ID, 43.4512, -116.2412, 518935, 1052.58]
[17089, Kane, Kane County, IL, 41.9388, -88.4286, 517255, 520.06]
[53011, Clark, Clark County, WA, 45.7792, -122.4825, 516959, 629.0]
[34027, Morris, Morris County, NJ, 40.862, -74.5445, 514528, 460.18]
[19153, Polk, Polk County, IA, 41.6854, -93.5734, 503175, 573.8]
[18089, Lake, Lake County, IN, 41.4167, -87.3821, 500379, 498.96]
[32031, Washoe, Washoe County, NV, 40.6655, -119.6643, 497200, 6302.37]
[36085, Richmond, Richmond County, NY, 40.5808, -74.1531, 494956, 58.37]
[47093, Knox, Knox County, TN, 35.9932, -83.9371, 494148, 508.22]
[51153, Prince William, Prince William County, VA, 38.7029, -77.4809, 488880, 336.4]
[6097, Sonoma, Sonoma County, CA, 38.529, -122.8882, 485040, 1575.85]
[12117, Seminole, Seminole County, FL, 28.717, -81.2363, 481470, 309.22]
[6107, Tulare, Tulare County, CA, 36.2202, -118.8005, 478693, 4824.22]
[36067, Onondaga, Onondaga County, NY, 43.0058, -76.1946, 471129, 778.39]
[4021, Pinal, Pinal County, AZ, 32.9044, -111.3448, 469006, 5365.61]
[34005, Burlington, Burlington County, NJ, 39.8777, -74.6681, 467805, 798.58]
[42133, York, York County, PA, 39.92, -76.7265, 462924, 904.18]
[25013, Hampden, Hampden County, MA, 42.1351, -72.6316, 462815, 617.14]
[12115, Sarasota, Sarasota County, FL, 27.1845, -82.3315, 459547, 555.87]
[51810, Virginia Beach, Virginia Beach City, VA, 36.7335, -76.0435, 456349, 249.02]
[9140, Naugatuck Valley, Naugatuck Valley Planning Region, CT, 41.5231, -73.086, 454969, 0.0]
[22033, East Baton Rouge, East Baton Rouge Parish, LA, 30.5383, -91.0956, 452938, 455.37]
[6095, Solano, Solano County, CA, 38.27, -121.9328, 451918, 821.77]
[27037, Dakota, Dakota County, MN, 44.6719, -93.0654, 445771, 562.17]
[6083, Santa Barbara, Santa Barbara County, CA, 34.6729, -120.0169, 443701, 2735.09]
[6053, Monterey, Monterey County, CA, 36.2171, -121.2388, 437613, 3280.6]
[42011, Berks, Berks County, PA, 40.4163, -75.926, 433015, 856.51]
[51107, Loudoun, Loudoun County, VA, 39.0907, -77.6357, 432998, 515.56]
[22051, Jefferson, Jefferson Parish, LA, 29.7882, -90.1276, 430920, 295.63]
[12081, Manatee, Manatee County, FL, 27.4719, -82.3153, 429792, 742.93]
[39095, Lucas, Lucas County, OH, 41.6197, -83.6589, 428018, 340.86]
[12097, Osceola, Osceola County, FL, 28.0626, -81.1495, 427415, 1327.45]
[33011, Hillsborough, Hillsborough County, NH, 42.9153, -71.7161, 426378, 876.14]
[48061, Cameron, Cameron County, TX, 26.1333, -97.5187, 426120, 890.92]
[41005, Clackamas, Clackamas County, OR, 45.188, -122.2208, 423975, 1870.32]
[45079, Richland, Richland County, SC, 34.0218, -80.9031, 422117, 757.07]
[45019, Charleston, Charleston County, SC, 32.8348, -79.9531, 420264, 916.09]
[6061, Placer, Placer County, CA, 39.0634, -120.7177, 419156, 1407.01]
[29183, St. Charles, St. Charles County, MO, 38.782, -90.6749, 414535, 560.44]
[12069, Lake, Lake County, FL, 28.7615, -81.7113, 412924, 938.38]
[1097, Mobile, Mobile County, AL, 30.7877, -88.2058, 412590, 1229.44]
[55133, Waukesha, Waukesha County, WI, 43.0182, -88.3045, 411762, 549.57]
[36071, Orange, Orange County, NY, 41.4022, -74.3056, 406616, 811.69]
[1089, Madison, Madison County, AL, 34.7631, -86.5502, 405718, 801.59]
[26049, Genesee, Genesee County, MI, 43.0217, -83.7067, 403305, 636.98]
[12083, Marion, Marion County, FL, 29.2102, -82.0567, 400078, 1584.55]
[5119, Pulaski, Pulaski County, AR, 34.77, -92.312, 399818, 759.76]
[12021, Collier, Collier County, FL, 26.1108, -81.3474, 398291, 1998.32]
[39017, Butler, Butler County, OH, 39.4386, -84.5756, 392876, 467.06]
[18003, Allen, Allen County, IN, 41.0909, -85.0665, 392378, 657.31]
[48039, Brazoria, Brazoria County, TX, 29.1898, -95.4521, 391255, 1357.7]
[37067, Forsyth, Forsyth County, NC, 36.1306, -80.2564, 389977, 408.15]
[48027, Bell, Bell County, TX, 31.0373, -97.4788, 386897, 1051.02]
[34021, Mercer, Mercer County, NJ, 40.2834, -74.7018, 385864, 224.56]
[41039, Lane, Lane County, OR, 43.9387, -122.8479, 384207, 4553.12]
[45051, Horry, Horry County, SC, 33.9216, -78.9969, 383016, 1133.9]
[42077, Lehigh, Lehigh County, PA, 40.6127, -75.5923, 378792, 345.17]
[51041, Chesterfield, Chesterfield County, VA, 37.3785, -77.587, 377869, 423.3]
[8035, Douglas, Douglas County, CO, 39.3298, -104.9293, 377150, 840.25]
[47065, Hamilton, Hamilton County, TN, 35.1808, -85.1648, 376192, 542.43]
[39151, Stark, Stark County, OH, 40.8139, -81.3656, 373713, 575.27]
[22071, Orleans, Orleans Parish, LA, 30.0687, -89.9289, 371853, 169.42]
[49011, Davis, Davis County, UT, 40.99, -112.1115, 370924, 298.78]
[27003, Anoka, Anoka County, MN, 45.2733, -93.2465, 370349, 423.01]
[26161, Washtenaw, Washtenaw County, MI, 42.2532, -83.8388, 369822, 705.97]
[8069, Larimer, Larimer County, CO, 40.6664, -105.4611, 367368, 2596.0]
[18057, Hamilton, Hamilton County, IN, 40.0725, -86.052, 365056, 394.27]
[47149, Rutherford, Rutherford County, TN, 35.8427, -86.4167, 360646, 619.36]
[12111, St. Lucie, St. Lucie County, FL, 27.3773, -80.4721, 360500, 571.93]
[48167, Galveston, Galveston County, TX, 29.3944, -94.9642, 358990, 378.36]
[48355, Nueces, Nueces County, TX, 27.7254, -97.6134, 352955, 838.48]
[42129, Westmoreland, Westmoreland County, PA, 40.3109, -79.4668, 352500, 1027.55]
[8123, Weld, Weld County, CO, 40.5548, -104.3925, 350396, 3987.24]
[34035, Somerset, Somerset County, NJ, 40.5635, -74.6163, 349846, 301.81]
[41047, Marion, Marion County, OR, 44.9033, -122.5846, 349244, 1182.33]
[45083, Spartanburg, Spartanburg County, SC, 34.9309, -81.9908, 347852, 807.93]
[36087, Rockland, Rockland County, NY, 41.1525, -74.0242, 341883, 173.55]
[37051, Cumberland, Cumberland County, NC, 35.0487, -78.8277, 338545, 652.32]
[24027, Howard, Howard County, MD, 39.2507, -76.9312, 336328, 250.74]
[51087, Henrico, Henrico County, VA, 37.538, -77.4058, 335744, 233.7]
[37063, Durham, Durham County, NC, 36.036, -78.8766, 332353, 285.98]
[9120, Greater Bridgeport, Greater Bridgeport Planning Region, CT, 41.2428, -73.2314, 329259, 0.0]
[8013, Boulder, Boulder County, CO, 40.0925, -105.3577, 328961, 726.29]
[42079, Luzerne, Luzerne County, PA, 41.177, -75.9892, 327675, 890.33]
[31109, Lancaster, Lancaster County, NE, 40.7842, -96.6878, 326696, 837.55]
[12033, Escambia, Escambia County, FL, 30.669, -87.363, 325923, 656.46]
[21067, Fayette, Fayette County, KY, 38.0423, -84.4587, 323725, 283.65]
[33015, Rockingham, Rockingham County, NH, 42.9876, -71.1254, 319082, 694.72]
[48303, Lubbock, Lubbock County, TX, 33.6102, -101.8205, 318884, 895.6]
[42095, Northampton, Northampton County, PA, 40.7542, -75.3076, 318580, 369.67]
[39093, Lorain, Lorain County, OH, 41.2956, -82.151, 317129, 491.1]
[36001, Albany, Albany County, NY, 42.6002, -73.9736, 317018, 522.8]
[17111, McHenry, McHenry County, IL, 42.3244, -88.4523, 312591, 603.17]
[23005, Cumberland, Cumberland County, ME, 43.8466, -70.3996, 308827, 835.24]
[34015, Gloucester, Gloucester County, NJ, 39.7173, -75.1414, 306954, 322.01]
[12109, St. Johns, St. Johns County, FL, 29.9016, -81.4407, 306934, 600.66]
[45063, Lexington, Lexington County, SC, 33.9023, -81.272, 304887, 698.91]
[5007, Benton, Benton County, AR, 36.3387, -94.2561, 303632, 847.36]
[29077, Greene, Greene County, MO, 37.2581, -93.342, 303375, 675.3]
[26139, Ottawa, Ottawa County, MI, 42.9599, -85.996, 301203, 563.47]
[13051, Chatham, Chatham County, GA, 32.0043, -81.1329, 300879, 426.44]
[40027, Cleveland, Cleveland County, OK, 35.2031, -97.3265, 300047, 538.77]
[53067, Thurston, Thurston County, WA, 46.9256, -122.8333, 299067, 721.96]
[13063, Clayton, Clayton County, GA, 33.5419, -84.3576, 298924, 141.57]
[36027, Dutchess, Dutchess County, NY, 41.7652, -73.7429, 298220, 795.63]
[12073, Leon, Leon County, FL, 30.458, -84.2779, 297542, 666.85]
[45091, York, York County, SC, 34.9749, -81.1844, 293673, 680.6]
[6047, Merced, Merced County, CA, 37.1919, -120.7177, 290201, 1934.97]
[42043, Dauphin, Dauphin County, PA, 40.4155, -76.7794, 289593, 525.05]
[2020, Anchorage, Anchorage Municipality, AK, 61.1498, -149.1082, 288976, 1704.68]
[29510, St. Louis, St. Louis City, MO, 38.6358, -90.2451, 288512, 61.91]
[24021, Frederick, Frederick County, MD, 39.4722, -77.398, 287048, 660.22]
[12001, Alachua, Alachua County, FL, 29.6747, -82.3577, 285492, 875.02]
[26065, Ingham, Ingham County, MI, 42.5971, -84.3735, 283913, 556.12]
[17201, Winnebago, Winnebago County, IL, 42.3363, -89.1609, 283292, 513.36]
[6079, San Luis Obispo, San Luis Obispo County, CA, 35.3871, -120.4044, 281555, 3298.57]
[13057, Cherokee, Cherokee County, GA, 34.244, -84.4762, 281032, 421.67]
[9180, Southeastern Connecticut, Southeastern Connecticut Planning Region, CT, 41.5023, -72.1, 279971, 664.88]
[53035, Kitsap, Kitsap County, WA, 47.6127, -122.6762, 277881, 394.94]
[34001, Atlantic, Atlantic County, NJ, 39.4778, -74.6613, 276270, 555.7]
[27163, Washington, Washington County, MN, 45.0388, -92.8838, 276238, 384.28]
[37021, Buncombe, Buncombe County, NC, 35.6112, -82.5301, 274360, 656.67]
[18141, St. Joseph, St. Joseph County, IN, 41.6167, -86.2899, 273040, 457.85]
[22103, St. Tammany, St. Tammany Parish, LA, 30.4103, -89.9584, 272421, 845.55]
[55009, Brown, Brown County, WI, 44.4525, -88.0037, 270892, 529.71]
[49057, Weber, Weber County, UT, 41.2698, -111.9134, 269648, 576.08]
[48479, Webb, Webb County, TX, 27.7611, -99.3315, 269294, 3361.48]
[42049, Erie, Erie County, PA, 41.9925, -80.0327, 269052, 799.15]
[48209, Hays, Hays County, TX, 30.0579, -98.0312, 268638, 677.98]
[42041, Cumberland, Cumberland County, PA, 40.1636, -77.2655, 268323, 545.46]
[13117, Forsyth, Forsyth County, GA, 34.2255, -84.125, 267287, 224.02]
[48309, McLennan, McLennan County, TX, 31.5524, -97.2018, 266067, 1037.1]
[6087, Santa Cruz, Santa Cruz County, CA, 37.0562, -122.0018, 264926, 445.17]
[17119, Madison, Madison County, IL, 38.8297, -89.9049, 264238, 715.58]
[24025, Harford, Harford County, MD, 39.5611, -76.3171, 263757, 437.09]
[26077, Kalamazoo, Kalamazoo County, MI, 42.2455, -85.5312, 262375, 561.66]
[47187, Williamson, Williamson County, TN, 35.8938, -86.8987, 260351, 582.6]
[29047, Clay, Clay County, MO, 39.3105, -94.4209, 258122, 397.3]
[6041, Marin, Marin County, CA, 38.0735, -122.7236, 257969, 520.31]
[53077, Yakima, Yakima County, WA, 46.4571, -120.7385, 257152, 4295.4]
[5143, Washington, Washington County, AR, 35.9791, -94.2156, 256765, 941.97]
[10005, Sussex, Sussex County, DE, 38.6606, -75.39, 255626, 936.08]
[48245, Jefferson, Jefferson County, TX, 29.8841, -94.1629, 253878, 876.3]
[17163, St. Clair, St. Clair County, IL, 38.4703, -89.9284, 253694, 657.76]
[51550, Chesapeake, Chesapeake City, VA, 36.6778, -76.3023, 252583, 340.8]
[37179, Union, Union County, NC, 34.9884, -80.5307, 250958, 631.52]
[16027, Canyon, Canyon County, ID, 43.6251, -116.7093, 250790, 587.37]
[39165, Warren, Warren County, OH, 39.4277, -84.1668, 250008, 401.31]
[13151, Henry, Henry County, GA, 33.453, -84.1542, 249960, 322.13]
[22055, Lafayette, Lafayette Parish, LA, 30.2068, -92.0639, 247997, 268.72]
[1003, Baldwin, Baldwin County, AL, 30.7277, -87.7226, 246989, 1589.78]
[45015, Berkeley, Berkeley County, SC, 33.1971, -79.9522, 246802, 1098.86]
[4025, Yavapai, Yavapai County, AZ, 34.5998, -112.5538, 245480, 8123.5]
[48041, Brazos, Brazos County, TX, 30.6608, -96.3024, 242311, 585.45]
[48423, Smith, Smith County, TX, 32.375, -95.2692, 241740, 921.45]
[36091, Saratoga, Saratoga County, NY, 43.1074, -73.8639, 238284, 809.98]
[1125, Tuscaloosa, Tuscaloosa County, AL, 33.2896, -87.5251, 237552, 1321.76]
[51013, Arlington, Arlington County, VA, 38.8786, -77.1011, 236254, 25.97]
[37025, Cabarrus, Cabarrus County, NC, 35.3868, -80.5519, 236133, 361.75]
[37129, New Hanover, New Hanover County, NC, 34.2329, -77.8848, 235229, 191.53]
[37071, Gaston, Gaston County, NC, 35.2944, -81.1803, 234881, 356.03]
[37101, Johnston, Johnston County, NC, 35.5178, -78.3657, 234263, 791.3]
[47125, Montgomery, Montgomery County, TN, 36.4969, -87.3828, 234153, 539.18]
[51710, Norfolk, Norfolk City, VA, 36.8947, -76.257, 233596, 54.12]
[39085, Lake, Lake County, OH, 41.6963, -81.2372, 232216, 227.49]
[25001, Barnstable, Barnstable County, MA, 41.7244, -70.2903, 231668, 393.72]
[53073, Whatcom, Whatcom County, WA, 48.8259, -121.7199, 230503, 2106.86]
[1117, Shelby, Shelby County, AL, 33.2643, -86.6607, 230211, 784.93]
[22017, Caddo, Caddo Parish, LA, 32.5806, -93.8823, 230004, 878.54]
[19113, Linn, Linn County, IA, 42.079, -91.599, 230004, 716.88]
[29099, Jefferson, Jefferson County, MO, 38.261, -90.5377, 229458, 656.63]
[51760, Richmond, Richmond City, VA, 37.5294, -77.4756, 229359, 59.81]
[36065, Oneida, Oneida County, NY, 43.2418, -75.4358, 229124, 1212.43]
[12019, Clay, Clay County, FL, 29.9831, -81.8579, 227584, 604.36]
[39041, Delaware, Delaware County, OH, 40.2784, -83.0049, 226834, 443.1]
[1101, Montgomery, Montgomery County, AL, 32.2203, -86.2076, 226718, 784.25]
[39099, Mahoning, Mahoning County, OH, 41.0146, -80.7763, 226491, 411.62]
[35013, Dona Ana, Doña Ana County, NM, 32.3526, -106.8328, 224266, 3807.51]
[41029, Jackson, Jackson County, OR, 42.4322, -122.7285, 222645, 2783.55]
[6113, Yolo, Yolo County, CA, 38.6866, -121.9011, 220564, 1014.69]
[4015, Mohave, Mohave County, AZ, 35.7041, -113.7579, 220517, 13311.08]
[28049, Hinds, Hinds County, MS, 32.2667, -90.4429, 218533, 869.74]
[23031, York, York County, ME, 43.4782, -70.7144, 216731, 990.71]
[12091, Okaloosa, Okaloosa County, FL, 30.6913, -86.5917, 216599, 930.25]
[42069, Lackawanna, Lackawanna County, PA, 41.4367, -75.6092, 216146, 459.08]
[48139, Ellis, Ellis County, TX, 32.3484, -96.7947, 213160, 935.49]
[53005, Benton, Benton County, WA, 46.2398, -119.5112, 212905, 1700.38]
[13139, Hall, Hall County, GA, 34.3171, -83.8196, 212705, 392.78]
[4027, Yuma, Yuma County, AZ, 32.7695, -113.9056, 211741, 5513.99]
[39025, Clermont, Clermont County, OH, 39.0476, -84.1517, 211181, 452.1]
[28047, Harrison, Harrison County, MS, 30.5122, -89.116, 210891, 573.99]
[36063, Niagara, Niagara County, NY, 43.2001, -78.7452, 210721, 522.36]
[45007, Anderson, Anderson County, SC, 34.5193, -82.6378, 210478, 715.43]
[42125, Washington, Washington County, PA, 40.1894, -80.2483, 210042, 856.99]
[17019, Champaign, Champaign County, IL, 40.1401, -88.1992, 208741, 996.27]
[6007, Butte, Butte County, CA, 39.6669, -121.6007, 207929, 1636.46]
[37133, Onslow, Onslow County, NC, 34.7322, -77.4322, 207906, 762.74]
[18039, Elkhart, Elkhart County, IN, 41.5974, -85.8587, 207132, 463.17]
[22019, Calcasieu, Calcasieu Parish, LA, 30.2293, -93.3581, 207088, 1063.66]
[12053, Hernando, Hernando County, FL, 28.5537, -82.424, 207018, 472.54]
