[FIPS CODE ,  SHORT NAME ,  FULL NAME ,  STATE ,  LATATUDE ,  LONGITUDE ,  POPULATION (2020) ,  AREA (SQ MI)]
[37171, Surry, Surry County, NC, 36.4146, -80.688, 71425, 532.17]
[51199, York, York County, VA, 37.2431, -76.5635, 71005, 104.78]
[25011, Franklin, Franklin County, MA, 42.5831, -72.5918, 70944, 699.32]
[55097, Portage, Portage County, WI, 44.476, -89.5014, 70832, 800.68]
[46083, Lincoln, Lincoln County, SD, 43.2789, -96.7218, 70638, 577.28]
[35031, McKinley, McKinley County, NM, 35.5807, -108.2618, 70431, 5449.81]
[13285, Troup, Troup County, GA, 33.0335, -85.0284, 70330, 413.99]
[41035, Klamath, Klamath County, OR, 42.6864, -121.6501, 70247, 5941.05]
[48409, San Patricio, San Patricio County, TX, 28.0092, -97.5188, 70181, 693.45]
[48203, Harrison, Harrison County, TX, 32.5481, -94.3715, 70155, 899.95]
[27013, Blue Earth, Blue Earth County, MN, 44.0346, -94.067, 69871, 747.84]
[45047, Greenwood, Greenwood County, SC, 34.1537, -82.1259, 69489, 454.73]
[21185, Oldham, Oldham County, KY, 38.3994, -85.4483, 69257, 187.22]
[37031, Carteret, Carteret County, NC, 34.8357, -76.6589, 69148, 506.25]
[13103, Effingham, Effingham County, GA, 32.3674, -81.3414, 69143, 477.7]
[38101, Ward, Ward County, ND, 48.2217, -101.5418, 68973, 2013.28]
[13255, Spalding, Spalding County, GA, 33.2609, -84.2841, 68892, 196.47]
[35035, Otero, Otero County, NM, 32.6132, -105.7414, 68816, 6613.21]
[13295, Walker, Walker County, GA, 34.7356, -85.301, 68762, 446.38]
[45059, Laurens, Laurens County, SC, 34.4834, -82.0057, 68666, 713.8]
[13047, Catoosa, Catoosa County, GA, 34.9036, -85.1382, 68634, 162.16]
[22045, Iberia, Iberia Parish, LA, 29.8967, -91.7308, 68599, 574.11]
[45055, Kershaw, Kershaw County, SC, 34.3388, -80.5902, 68314, 726.56]
[20015, Butler, Butler County, KS, 37.7813, -96.8391, 68287, 1429.86]
[6033, Lake, Lake County, CA, 39.1, -122.7534, 68152, 1256.46]
[26155, Shiawassee, Shiawassee County, MI, 42.9537, -84.1467, 67991, 530.67]
[53045, Mason, Mason County, WA, 47.3483, -123.193, 67982, 959.42]
[27131, Rice, Rice County, MN, 44.3543, -93.2967, 67917, 495.68]
[26117, Montcalm, Montcalm County, MI, 43.311, -85.1525, 67816, 705.4]
[27035, Crow Wing, Crow Wing County, MN, 46.4824, -94.0709, 67686, 999.1]
[21145, McCracken, McCracken County, KY, 37.054, -88.7128, 67564, 248.74]
[24001, Allegany, Allegany County, MD, 39.6214, -78.6976, 67452, 424.16]
[13179, Liberty, Liberty County, GA, 31.8282, -81.4949, 67397, 489.8]
[36053, Madison, Madison County, NY, 42.9128, -75.6696, 67328, 654.84]
[39159, Union, Union County, OH, 40.2994, -83.3716, 67324, 431.73]
[6069, San Benito, San Benito County, CA, 36.6057, -121.075, 67290, 1388.71]
[26103, Marquette, Marquette County, MI, 46.4313, -87.6416, 67112, 1808.4]
[23003, Aroostook, Aroostook County, ME, 46.6589, -68.5989, 67058, 6671.33]
[29187, St. Francois, St. Francois County, MO, 37.8103, -90.4722, 66999, 451.89]
[17199, Williamson, Williamson County, IL, 37.7303, -88.9299, 66876, 420.15]
[55017, Chippewa, Chippewa County, WI, 45.0694, -91.2799, 66799, 1008.37]
[26067, Ionia, Ionia County, MI, 42.9451, -85.0746, 66574, 571.3]
[28067, Jones, Jones County, MS, 31.6225, -89.1688, 66472, 694.8]
[40101, Muskogee, Muskogee County, OK, 35.6162, -95.3795, 66444, 810.45]
[18177, Wayne, Wayne County, IN, 39.8644, -85.0099, 66397, 401.74]
[18053, Grant, Grant County, IN, 40.5158, -85.6547, 66295, 414.07]
[48427, Starr, Starr County, TX, 26.5621, -98.7387, 66067, 1223.18]
[27027, Clay, Clay County, MN, 46.8923, -96.4906, 66059, 1045.37]
[55111, Sauk, Sauk County, WI, 43.4267, -89.9482, 66009, 830.9]
[37193, Wilkes, Wilkes County, NC, 36.2062, -81.163, 65935, 754.28]
[21199, Pulaski, Pulaski County, KY, 37.1039, -84.5772, 65897, 658.41]
[48221, Hood, Hood County, TX, 32.4299, -97.8323, 65894, 420.64]
[37105, Lee, Lee County, NC, 35.4752, -79.1715, 65816, 254.96]
[28073, Lamar, Lamar County, MS, 31.206, -89.5087, 65713, 497.06]
[47063, Hamblen, Hamblen County, TN, 36.2171, -83.2667, 65669, 161.18]
[37141, Pender, Pender County, NC, 34.5249, -77.9052, 65550, 869.8]
[36113, Warren, Warren County, NY, 43.561, -73.846, 65517, 866.95]
[39013, Belmont, Belmont County, OH, 40.0158, -80.9885, 65473, 532.13]
[42025, Carbon, Carbon County, PA, 40.9182, -75.7089, 65382, 381.46]
[42037, Columbia, Columbia County, PA, 41.0486, -76.4052, 65362, 483.11]
[4001, Apache, Apache County, AZ, 35.3955, -109.4888, 65341, 11197.52]
[34033, Salem, Salem County, NJ, 39.5876, -75.3491, 65275, 331.9]
[18173, Warrick, Warrick County, IN, 38.0922, -87.2721, 65261, 384.82]
[6103, Tehama, Tehama County, CA, 40.1256, -122.2341, 65167, 2949.71]
[48347, Nacogdoches, Nacogdoches County, TX, 31.616, -94.6159, 65162, 946.54]
[39101, Marion, Marion County, OH, 40.5872, -83.1609, 65020, 403.76]
[54033, Harrison, Harrison County, WV, 39.2835, -80.3799, 64984, 416.01]
[37161, Rutherford, Rutherford County, NC, 35.4026, -81.9198, 64930, 564.15]
[1127, Walker, Walker County, AL, 33.8033, -87.2973, 64841, 791.19]
[41011, Coos, Coos County, OR, 43.1742, -124.0594, 64827, 1596.17]
[45043, Georgetown, Georgetown County, SC, 33.4343, -79.3327, 64811, 813.55]
[5069, Jefferson, Jefferson County, AR, 34.2683, -91.9304, 64802, 870.75]
[17001, Adams, Adams County, IL, 39.9879, -91.1885, 64754, 855.2]
[33001, Belknap, Belknap County, NH, 43.5179, -71.4227, 64659, 400.23]
[37167, Stanly, Stanly County, NC, 35.3119, -80.251, 64651, 395.09]
[42005, Armstrong, Armstrong County, PA, 40.8121, -79.4646, 64622, 653.2]
[26073, Isabella, Isabella County, MI, 43.6406, -84.8468, 64565, 572.68]
[39081, Jefferson, Jefferson County, OH, 40.385, -80.761, 64518, 408.33]
[35005, Chaves, Chaves County, NM, 33.3633, -104.4669, 64217, 6065.28]
[5115, Pope, Pope County, AR, 35.4479, -93.0345, 64131, 812.55]
[47035, Cumberland, Cumberland County, TN, 35.9504, -84.9984, 63553, 681.03]
[26015, Barry, Barry County, MI, 42.595, -85.309, 63409, 553.09]
[39083, Knox, Knox County, OH, 40.3988, -82.4215, 63142, 525.49]
[29113, Lincoln, Lincoln County, MO, 39.058, -90.96, 63057, 626.56]
[21125, Laurel, Laurel County, KY, 37.1107, -84.1178, 62983, 433.95]
[37087, Haywood, Haywood County, NC, 35.556, -82.9822, 62662, 553.69]
[48467, Van Zandt, Van Zandt County, TX, 32.5637, -95.8365, 62649, 842.56]
[45031, Darlington, Darlington County, SC, 34.3325, -79.9577, 62558, 561.15]
[31079, Hall, Hall County, NE, 40.8726, -98.5022, 62536, 546.29]
[8045, Garfield, Garfield County, CO, 39.5993, -107.904, 62479, 2947.56]
[49021, Iron, Iron County, UT, 37.8592, -113.2895, 62252, 3296.68]
[53071, Walla Walla, Walla Walla County, WA, 46.2298, -118.4784, 62161, 1270.13]
[40047, Garfield, Garfield County, OK, 36.3791, -97.7827, 62146, 1058.47]
[39009, Athens, Athens County, OH, 39.3339, -82.0452, 61737, 503.6]
[32019, Lyon, Lyon County, NV, 39.0206, -119.189, 61680, 2001.19]
[47167, Tipton, Tipton County, TN, 35.4973, -89.7566, 61553, 458.37]
[20155, Reno, Reno County, KS, 37.953, -98.086, 61553, 1255.35]
[48473, Waller, Waller County, TX, 30.0108, -95.9876, 61552, 513.43]
[36051, Livingston, Livingston County, NY, 42.728, -77.7755, 61498, 631.76]
[49003, Box Elder, Box Elder County, UT, 41.521, -113.0821, 61246, 5745.55]
[5033, Crawford, Crawford County, AR, 35.5881, -94.2428, 61139, 593.09]
[35015, Eddy, Eddy County, NM, 32.4714, -104.3044, 61105, 4175.73]
[36021, Columbia, Columbia County, NY, 42.2501, -73.6318, 61100, 634.71]
[26149, St. Joseph, St. Joseph County, MI, 41.9144, -85.5278, 60969, 500.59]
[37077, Granville, Granville County, NC, 36.304, -78.6527, 60877, 531.57]
[42103, Pike, Pike County, PA, 41.332, -75.0338, 60621, 544.96]
[36115, Washington, Washington County, NY, 43.3137, -73.4308, 60522, 831.18]
[27111, Otter Tail, Otter Tail County, MN, 46.4088, -95.708, 60475, 1972.07]
[50021, Rutland, Rutland County, VT, 43.5801, -73.0363, 60425, 929.82]
[2122, Kenai Peninsula, Kenai Peninsula Borough, AK, 60.2654, -151.5651, 60413, 16075.33]
[39129, Pickaway, Pickaway County, OH, 39.6419, -83.0244, 60131, 501.32]
[29145, Newton, Newton County, MO, 36.9055, -94.3393, 60118, 624.77]
[36077, Otsego, Otsego County, NY, 42.6338, -75.0326, 60108, 1001.7]
[50023, Washington, Washington County, VT, 44.2736, -72.6147, 60017, 687.23]
[1001, Autauga, Autauga County, AL, 32.5349, -86.6427, 59947, 594.44]
[42015, Bradford, Bradford County, PA, 41.7887, -76.5154, 59858, 1147.4]
[51143, Pittsylvania, Pittsylvania County, VA, 36.8213, -79.3971, 59856, 968.94]
[36043, Herkimer, Herkimer County, NY, 43.4193, -74.9624, 59757, 1411.47]
[47031, Coffee, Coffee County, TN, 35.4906, -86.0748, 59710, 428.96]
[21209, Scott, Scott County, KY, 38.2916, -84.5839, 59536, 281.77]
[1009, Blount, Blount County, AL, 33.9809, -86.5674, 59518, 644.78]
[37163, Sampson, Sampson County, NC, 34.9916, -78.3714, 59470, 944.74]
[54037, Jefferson, Jefferson County, WV, 39.3076, -77.8628, 59260, 209.64]
[23017, Oxford, Oxford County, ME, 44.4999, -70.7566, 59255, 2076.84]
[13129, Gordon, Gordon County, GA, 34.5032, -84.8759, 59100, 355.81]
[39167, Washington, Washington County, OH, 39.4553, -81.4953, 58978, 631.97]
[1113, Russell, Russell County, AL, 32.2884, -85.1849, 58811, 641.14]
[39143, Sandusky, Sandusky County, OH, 41.3562, -83.1464, 58778, 408.45]
[47105, Loudon, Loudon County, TN, 35.7348, -84.3119, 58580, 229.22]
[54055, Mercer, Mercer County, WV, 37.4055, -81.1114, 58563, 418.99]
[48001, Anderson, Anderson County, TX, 31.8133, -95.6525, 58439, 1062.6]
[32510, Carson City, Carson City, NV, 39.1511, -119.7476, 58384, 144.66]
[28071, Lafayette, Lafayette County, MS, 34.3568, -89.485, 58327, 631.71]
[39077, Huron, Huron County, OH, 41.1463, -82.598, 58319, 491.5]
[55021, Columbia, Columbia County, WI, 43.4666, -89.3337, 58272, 765.53]
[48323, Maverick, Maverick County, TX, 28.7426, -100.3145, 58082, 1279.26]
[1033, Colbert, Colbert County, AL, 34.7005, -87.8049, 58022, 592.62]
[27025, Chisago, Chisago County, MN, 45.5025, -92.9083, 57991, 414.86]
[50027, Windsor, Windsor County, VT, 43.5799, -72.5862, 57990, 969.34]
[47073, Hawkins, Hawkins County, TN, 36.4412, -82.9447, 57964, 486.98]
[28087, Lowndes, Lowndes County, MS, 33.4729, -88.4433, 57838, 505.51]
[36037, Genesee, Genesee County, NY, 43.0009, -78.1937, 57787, 492.94]
[48199, Hardin, Hardin County, TX, 30.3324, -94.3902, 57642, 890.57]
[28109, Pearl River, Pearl River County, MS, 30.7688, -89.5896, 57458, 810.86]
[54079, Putnam, Putnam County, WV, 38.5086, -81.909, 57177, 345.67]
[22113, Vermilion, Vermilion Parish, LA, 29.8465, -92.3242, 57123, 1173.2]
[13039, Camden, Camden County, GA, 30.9306, -81.6699, 56970, 613.03]
[22001, Acadia, Acadia Parish, LA, 30.2906, -92.412, 56955, 655.12]
[47089, Jefferson, Jefferson County, TN, 36.051, -83.4463, 56864, 274.08]
[39087, Lawrence, Lawrence County, OH, 38.5984, -82.5368, 56819, 453.37]
[21195, Pike, Pike County, KY, 37.4691, -82.3958, 56727, 786.83]
[47019, Carter, Carter County, TN, 36.2928, -82.1275, 56712, 341.2]
[45021, Cherokee, Cherokee County, SC, 35.0481, -81.6206, 56647, 392.66]
[40051, Grady, Grady County, OK, 35.0169, -97.8841, 56606, 1100.5]
[29213, Taney, Taney County, MO, 36.6548, -93.0411, 56529, 632.44]
[23009, Hancock, Hancock County, ME, 44.6647, -68.3584, 56460, 1586.89]
[8067, La Plata, La Plata County, CO, 37.2866, -107.8433, 56331, 1692.08]
[47043, Dickson, Dickson County, TN, 36.149, -87.3567, 55983, 489.9]
[54049, Marion, Marion County, WV, 39.51, -80.2434, 55909, 308.74]
[51031, Campbell, Campbell County, VA, 37.2054, -79.0966, 55312, 503.87]
[47145, Roane, Roane County, TN, 35.8479, -84.5232, 55208, 360.71]
[8037, Eagle, Eagle County, CO, 39.6278, -106.6953, 55135, 1684.53]
[51067, Franklin, Franklin County, VA, 36.992, -79.8811, 55130, 690.43]
[37189, Watauga, Watauga County, NC, 36.2311, -81.6964, 55123, 312.56]
[17195, Whiteside, Whiteside County, IL, 41.7562, -89.9141, 54947, 684.25]
[1031, Coffee, Coffee County, AL, 31.4027, -85.9882, 54920, 678.97]
[37107, Lenoir, Lenoir County, NC, 35.2388, -77.6413, 54919, 400.59]
[47107, McMinn, McMinn County, TN, 35.4247, -84.6175, 54884, 430.13]
[39147, Seneca, Seneca County, OH, 41.1239, -83.1277, 54770, 551.02]
[29101, Johnson, Johnson County, MO, 38.7441, -93.8064, 54732, 829.28]
[48349, Navarro, Navarro County, TX, 32.047, -96.4725, 54711, 1009.63]
[16065, Madison, Madison County, ID, 43.7841, -111.6592, 54618, 469.21]
[21113, Jessamine, Jessamine County, KY, 37.872, -84.5809, 54588, 172.12]
[6109, Tuolumne, Tuolumne County, CA, 38.0276, -119.9548, 54498, 2220.88]
[19181, Warren, Warren County, IA, 41.3343, -93.5615, 54409, 569.83]
[51047, Culpeper, Culpeper County, VA, 38.486, -77.9558, 54397, 379.23]
[32023, Nye, Nye County, NV, 38.0423, -116.4719, 54344, 18181.92]
[32007, Elko, Elko County, NV, 41.1457, -115.3577, 54047, 17169.83]
[51191, Washington, Washington County, VA, 36.7244, -81.9598, 53926, 560.98]
[29169, Pulaski, Pulaski County, MO, 37.8246, -92.2076, 53894, 547.1]
[37093, Hoke, Hoke County, NC, 35.0175, -79.2373, 53835, 390.74]
[4007, Gila, Gila County, AZ, 33.7997, -110.8116, 53795, 4757.93]
[24047, Worcester, Worcester County, MD, 38.2128, -75.334, 53700, 468.28]
[20169, Saline, Saline County, KS, 38.7838, -97.65, 53668, 720.23]
[48325, Medina, Medina County, TX, 29.3557, -99.1101, 53547, 1325.36]
[41009, Columbia, Columbia County, OR, 45.9438, -123.0883, 53493, 657.36]
[48265, Kerr, Kerr County, TX, 30.0615, -99.35, 53489, 1103.32]
[40147, Washington, Washington County, OK, 36.7152, -95.9044, 53326, 415.45]
[17007, Boone, Boone County, IL, 42.3231, -88.8234, 53230, 280.72]
[17063, Grundy, Grundy County, IL, 41.2851, -88.4185, 53219, 418.04]
[17077, Jackson, Jackson County, IL, 37.7851, -89.3821, 53064, 584.08]
[1071, Jackson, Jackson County, AL, 34.7795, -85.9993, 53053, 1077.87]
[26157, Tuscola, Tuscola County, MI, 43.4641, -83.4167, 52980, 803.13]
[55015, Calumet, Calumet County, WI, 44.0816, -88.2181, 52942, 318.24]
[48401, Rusk, Rusk County, TX, 32.1077, -94.7618, 52842, 924.03]
[48373, Polk, Polk County, TX, 30.7927, -94.83, 52800, 1057.09]
[48493, Wilson, Wilson County, TX, 29.174, -98.0866, 52781, 803.73]
[48053, Burnet, Burnet County, TX, 30.7884, -98.1823, 52652, 994.26]
[36035, Fulton, Fulton County, NY, 43.1138, -74.4222, 52487, 495.47]
[39005, Ashland, Ashland County, OH, 40.846, -82.2707, 52256, 422.95]
[47003, Bedford, Bedford County, TN, 35.5138, -86.4589, 52237, 473.64]
[40083, Logan, Logan County, OK, 35.9193, -97.4433, 51938, 743.83]
[48073, Cherokee, Cherokee County, TX, 31.837, -95.1652, 51886, 1052.91]
[21073, Franklin, Franklin County, KY, 38.2391, -84.8771, 51842, 207.75]
[24035, Queen Anne's, Queen Anne's County, MD, 39.068, -76.02, 51825, 371.91]
[33003, Carroll, Carroll County, NH, 43.8738, -71.2031, 51804, 931.06]
[28105, Oktibbeha, Oktibbeha County, MS, 33.425, -88.8793, 51771, 458.2]
[55043, Grant, Grant County, WI, 42.8675, -90.7062, 51770, 1146.85]
[39037, Darke, Darke County, OH, 40.1332, -84.6193, 51594, 598.1]
[55135, Waupaca, Waupaca County, WI, 44.4705, -88.9648, 51569, 747.71]
[26027, Cass, Cass County, MI, 41.9154, -85.9935, 51520, 490.06]
[48071, Chambers, Chambers County, TX, 29.7384, -94.61, 51498, 597.14]
[17141, Ogle, Ogle County, IL, 42.0426, -89.3207, 51495, 758.57]
[22089, St. Charles, St. Charles Parish, LA, 29.9055, -90.3582, 51396, 279.08]
[51660, Harrisonburg, Harrisonburg City, VA, 38.4362, -78.8735, 51392, 17.42]
[22099, St. Martin, St. Martin Parish, LA, 30.1291, -91.6083, 51353, 737.65]
[42127, Wayne, Wayne County, PA, 41.6487, -75.3033, 51262, 725.6]
[18029, Dearborn, Dearborn County, IN, 39.1452, -84.9732, 51094, 305.03]
[16017, Bonner, Bonner County, ID, 48.3, -116.6011, 51049, 1734.57]
[48013, Atascosa, Atascosa County, TX, 28.8935, -98.5272, 51008, 1219.54]
[41041, Lincoln, Lincoln County, OR, 44.642, -123.8682, 50964, 979.77]
[23025, Somerset, Somerset County, ME, 45.5139, -69.9589, 50959, 3924.4]
[47053, Gibson, Gibson County, TN, 35.9966, -88.9326, 50869, 602.74]
[26123, Newaygo, Newaygo County, MI, 43.5542, -85.8009, 50792, 813.2]
[48277, Lamar, Lamar County, TX, 33.6673, -95.5712, 50669, 907.19]
[50011, Franklin, Franklin County, VT, 44.8576, -72.9131, 50638, 633.71]
[31019, Buffalo, Buffalo County, NE, 40.8552, -99.075, 50579, 968.11]
[44001, Bristol, Bristol County, RI, 41.7173, -71.284, 50490, 24.16]
[37047, Columbus, Columbus County, NC, 34.2657, -78.655, 50140, 937.29]
[51089, Henry, Henry County, VA, 36.6828, -79.874, 49980, 382.33]
[42121, Venango, Venango County, PA, 41.401, -79.758, 49801, 674.28]
[13175, Laurens, Laurens County, GA, 32.4636, -82.9222, 49798, 807.3]
[27169, Winona, Winona County, MN, 43.9869, -91.7792, 49779, 626.21]
[16011, Bingham, Bingham County, ID, 43.2166, -112.3981, 49664, 2093.98]
[8043, Fremont, Fremont County, CO, 38.4731, -105.4395, 49634, 1533.07]
[32005, Douglas, Douglas County, NV, 38.9123, -119.6162, 49623, 709.72]
[1045, Dale, Dale County, AL, 31.4318, -85.611, 49599, 561.15]
[36057, Montgomery, Montgomery County, NY, 42.9023, -74.4397, 49528, 403.04]
[37061, Duplin, Duplin County, NC, 34.9365, -77.933, 49335, 816.22]
[21211, Shelby, Shelby County, KY, 38.2155, -85.1948, 49096, 379.64]
[40079, Le Flore, Le Flore County, OK, 34.9003, -94.7034, 49053, 1589.21]
[17095, Knox, Knox County, IL, 40.9318, -90.2132, 49046, 716.4]
[18065, Henry, Henry County, IN, 39.9311, -85.3964, 48970, 391.88]
[4023, Santa Cruz, Santa Cruz County, AZ, 31.5259, -110.8465, 48926, 1236.92]
[37065, Edgecombe, Edgecombe County, NC, 35.9129, -77.5971, 48736, 505.34]
[48055, Caldwell, Caldwell County, TX, 29.8368, -97.6199, 48669, 545.26]
[17073, Henry, Henry County, IL, 41.3531, -90.1314, 48643, 822.99]
[48259, Kendall, Kendall County, TX, 29.9447, -98.7115, 48567, 662.45]
[40019, Carter, Carter County, OK, 34.2509, -97.2858, 48555, 822.18]
[13029, Bryan, Bryan County, GA, 32.0145, -81.4436, 48263, 435.97]
[40013, Bryan, Bryan County, OK, 33.9623, -96.2598, 48253, 904.47]
[12063, Jackson, Jackson County, FL, 30.7954, -85.2155, 48250, 917.76]
[22061, Lincoln, Lincoln Parish, LA, 32.6016, -92.6649, 48174, 471.74]
[53065, Stevens, Stevens County, WA, 48.3991, -117.8552, 48067, 2477.77]
[27049, Goodhue, Goodhue County, MN, 44.4097, -92.7229, 47943, 756.84]
[40021, Cherokee, Cherokee County, OK, 35.9067, -94.9997, 47942, 749.41]
[39149, Shelby, Shelby County, OH, 40.3316, -84.2048, 47929, 407.68]
[21019, Boyd, Boyd County, KY, 38.3596, -82.6878, 47911, 159.86]
[36107, Tioga, Tioga County, NY, 42.1703, -76.3063, 47864, 518.6]
[22101, St. Mary, St. Mary Parish, LA, 29.7207, -91.4486, 47828, 555.38]
[13137, Habersham, Habersham County, GA, 34.631, -83.5311, 47793, 276.74]
[48465, Val Verde, Val Verde County, TX, 29.8929, -101.1517, 47741, 3144.75]
[47123, Monroe, Monroe County, TN, 35.4427, -84.2527, 47695, 635.57]
[37083, Halifax, Halifax County, NC, 36.2574, -77.6517, 47675, 724.09]
[35009, Curry, Curry County, NM, 34.5742, -103.347, 47638, 1404.8]
[21179, Nelson, Nelson County, KY, 37.8052, -85.466, 47606, 417.51]
[42009, Bedford, Bedford County, PA, 40.0065, -78.4903, 47513, 1012.3]
[18113, Noble, Noble County, IN, 41.3986, -85.4175, 47495, 410.84]
[36039, Greene, Greene County, NY, 42.2765, -74.1227, 47409, 647.16]
[5035, Crittenden, Crittenden County, AR, 35.2057, -90.3078, 47266, 609.76]
[56005, Campbell, Campbell County, WY, 44.2482, -105.5482, 47240, 4802.71]
[53037, Kittitas, Kittitas County, WA, 47.1244, -120.6799, 47172, 2297.27]
[36003, Allegany, Allegany County, NY, 42.2574, -78.0276, 47159, 1029.31]
[22115, Vernon, Vernon Parish, LA, 31.1083, -93.1843, 47117, 1327.91]
[53075, Whitman, Whitman County, WA, 46.9012, -117.523, 47003, 2159.09]
[48499, Wood, Wood County, TX, 32.7864, -95.3821, 46961, 645.23]
[55005, Barron, Barron County, WI, 45.4237, -91.8483, 46797, 862.71]
[17029, Coles, Coles County, IL, 39.5203, -88.2217, 46777, 508.29]
[30081, Ravalli, Ravalli County, MT, 46.0817, -114.1207, 46727, 2390.82]
[36033, Franklin, Franklin County, NY, 44.5929, -74.3038, 46696, 1629.12]
[18071, Jackson, Jackson County, IN, 38.9064, -86.0375, 46660, 509.31]
[27007, Beltrami, Beltrami County, MN, 47.9738, -94.9376, 46512, 2504.94]
[5055, Greene, Greene County, AR, 36.1176, -90.5591, 46432, 577.7]
[36017, Chenango, Chenango County, NY, 42.4935, -75.6116, 46321, 893.55]
[18099, Marshall, Marshall County, IN, 41.3248, -86.2618, 46284, 443.63]
[19045, Clinton, Clinton County, IA, 41.898, -90.532, 46268, 694.92]
[6009, Calaveras, Calaveras County, CA, 38.2046, -120.5541, 46248, 1020.01]
[36023, Cortland, Cortland County, NY, 42.595, -76.0703, 46246, 498.76]
[42099, Perry, Perry County, PA, 40.3984, -77.2623, 46239, 551.45]
[13071, Colquitt, Colquitt County, GA, 31.1884, -83.7688, 46224, 544.15]
[55081, Monroe, Monroe County, WI, 43.9457, -90.6178, 46208, 900.78]
[28045, Hancock, Hancock County, MS, 30.4165, -89.489, 46167, 473.75]
[39011, Auglaize, Auglaize County, OH, 40.5609, -84.2217, 46125, 401.39]
[39091, Logan, Logan County, OH, 40.3885, -83.7658, 46089, 458.43]
[42087, Mifflin, Mifflin County, PA, 40.6104, -77.617, 46041, 411.03]
[40113, Osage, Osage County, OK, 36.6292, -96.3985, 45997, 2246.36]
[1021, Chilton, Chilton County, AL, 32.8479, -86.7188, 45992, 692.85]
[50025, Windham, Windham County, VT, 42.9906, -72.7139, 45923, 785.31]
[13275, Thomas, Thomas County, GA, 30.8637, -83.9193, 45777, 544.6]
[26059, Hillsdale, Hillsdale County, MI, 41.8878, -84.5929, 45654, 598.13]
[55095, Polk, Polk County, WI, 45.4614, -92.4414, 45555, 913.96]
[55033, Dunn, Dunn County, WI, 44.9466, -91.8964, 45527, 850.11]
[51540, Charlottesville, Charlottesville City, VA, 38.0375, -78.4855, 45437, 10.24]
[12075, Levy, Levy County, FL, 29.3184, -82.7434, 45391, 1118.21]
[47099, Lawrence, Lawrence County, TN, 35.2174, -87.3956, 45385, 617.13]
[12121, Suwannee, Suwannee County, FL, 30.1956, -82.9915, 45342, 688.55]
[26023, Branch, Branch County, MI, 41.9161, -85.059, 45300, 506.37]
[27061, Itasca, Itasca County, MN, 47.5095, -93.6319, 45275, 2667.72]
[40087, McClain, McClain County, OK, 35.0093, -97.4443, 45273, 570.7]
[18145, Shelby, Shelby County, IN, 39.5237, -85.7917, 45265, 411.15]
[29161, Phelps, Phelps County, MO, 37.8772, -91.7923, 45194, 671.78]
[37169, Stokes, Stokes County, NC, 36.4019, -80.2397, 45139, 448.86]
[22117, Washington, Washington Parish, LA, 30.8533, -90.0405, 45120, 669.53]
[21107, Hopkins, Hopkins County, KY, 37.3088, -87.5408, 45119, 542.0]
[18093, Lawrence, Lawrence County, IN, 38.8412, -86.4834, 45102, 449.17]
[21009, Barren, Barren County, KY, 36.9656, -85.9337, 44938, 487.54]
[51171, Shenandoah, Shenandoah County, VA, 38.8583, -78.5709, 44925, 508.78]
[37111, McDowell, McDowell County, NC, 35.6817, -82.0493, 44817, 440.61]
[29027, Callaway, Callaway County, MO, 38.8355, -91.926, 44741, 834.58]
[37013, Beaufort, Beaufort County, NC, 35.494, -76.8598, 44499, 827.19]
[36025, Delaware, Delaware County, NY, 42.1981, -74.9665, 44487, 1442.44]
[39097, Madison, Madison County, OH, 39.8942, -83.4004, 44423, 465.88]
[22087, St. Bernard, St. Bernard Parish, LA, 29.8691, -89.5549, 44419, 377.52]
[39075, Holmes, Holmes County, OH, 40.5612, -81.9293, 44418, 422.53]
[53017, Douglas, Douglas County, WA, 47.7361, -119.6918, 44366, 1819.26]
[17117, Macoupin, Macoupin County, IL, 39.261, -89.9245, 44350, 862.91]
[21101, Henderson, Henderson County, KY, 37.7958, -87.5729, 44280, 436.67]
[55031, Douglas, Douglas County, WI, 46.4329, -91.9162, 44229, 1304.14]
[37059, Davie, Davie County, NC, 35.9291, -80.5445, 44122, 264.11]
[27067, Kandiyohi, Kandiyohi County, MN, 45.1524, -95.0047, 44079, 796.79]
[47051, Franklin, Franklin County, TN, 35.1556, -86.0937, 43990, 554.54]
[42065, Jefferson, Jefferson County, PA, 41.1282, -78.9994, 43864, 652.43]
[39015, Brown, Brown County, OH, 38.9338, -83.8673, 43845, 490.02]
[8085, Montrose, Montrose County, CO, 38.4022, -108.2692, 43807, 2240.7]
[18033, DeKalb, DeKalb County, IN, 41.3976, -84.9991, 43807, 362.82]
[48143, Erath, Erath County, TX, 32.2363, -98.2179, 43794, 1083.07]
[13233, Polk, Polk County, GA, 34.0018, -85.1881, 43785, 310.33]
[45025, Chesterfield, Chesterfield County, SC, 34.6398, -80.1587, 43784, 799.08]
[37099, Jackson, Jackson County, NC, 35.2876, -83.1408, 43771, 490.76]
[17177, Stephenson, Stephenson County, IL, 42.3518, -89.6623, 43768, 564.52]
[33019, Sullivan, Sullivan County, NH, 43.3613, -72.2221, 43715, 537.31]
[12039, Gadsden, Gadsden County, FL, 30.5795, -84.6137, 43710, 516.33]
[29029, Camden, Camden County, MO, 38.027, -92.766, 43667, 655.92]
[42061, Huntingdon, Huntingdon County, PA, 40.4169, -77.9812, 43653, 874.64]
[13009, Baldwin, Baldwin County, GA, 33.0693, -83.2496, 43642, 257.84]
